,title,hits
463,[앵콜캠4K] 뉴진스 'Attention' 인기가요 1위 앵콜 직캠 (NewJeans Encore Fancam)│@SBS Inkigayo 220828,1556559
175,NewJeans (뉴진스) 'Ditto' (교차편집 Stage Mix),1544240
210,[ENG/JP] 뉴진스 체육교실 (OMG 퀸민지 상위 4% 도전)⚡아이돌 출발 드림팀⚡ [EP.5-2] | Idol's Physical Race | NewJeans | Ditto,1536020
366,[뉴진스/하니] 미션못할까봐 혼자 긴장해서 웃질못하는 팜하니ㅠㅠ,1530056
343,NewJeans (뉴진스) 'Ditto' 응원법,1526969
257,[안방1열 풀캠4K] 뉴진스 'OMG' (NewJeans FullCam)│@SBS Inkigayo 230129,1519078
671,4 Best Exercises For Women Over 50,1518410
377,Hype boy - 뉴진스 NewJeans (Acoustic Cover),1508267
444,[뉴진스] 김민지 멍멍하다,1506245
96,NewJeans (뉴진스) 'New Jeans' (교차편집 Stage Mix),1494377
531,뉴진스 다니엘이 레인보우 유치원 출신?🐰 지금 얼굴 똑닮은 큐티뽀짝 모지혜 애기 시절 모음💛 (NewJeans Danielle) | #나중에또볼동영상 #리얼키즈스토리레인보우,1489802
457,[여기서요?] 뉴진스 NewJeans - OMG (A Team ver.) | 커버댄스 Dance Cover @동성로,1486959
188,[About Jeans] 재미로 하니🙃 EP.1 LA 가는 재미 | HANNI vlog,1485005
525,뉴진스(NewJeans)만 보면 하트💖가 튀어나와~ 귀엽고 사랑스런 뉴깅이들 하고 싶은 거 다해~요약ZIP EP.1(SUB)ㅣ#뉴진스코드in부산 #뉴진스컴백축하해,1475910
323,우리 혜인이가 달라졌어요 #뉴진스,1469148
378,[앵콜캠4K] 뉴진스 'Ditto' 인기가요 1위 앵콜 직캠 (NewJeans Encore Fancam) | @SBS Inkigayo 230129,1461200
400,"뉴진스[NewJeans], 컨셉질 루머에 대한 진실 #뉴진스 #newjeans #쇼츠 #shorts",1448653
498,뉴진스의 하입보이요 원본,1429540
158,NewJeans (뉴진스) - 'Cookie' (Highschool Band Remix) (Prod. MINDA),1428336
404,[뉴진스] 민지 너무 똑부러지잖아,1422955
403,[뉴진스] 티키타카에 실패한 민지,1420617
289,국민동생돌 뉴진스(NewJeans) 예능 천재 그 잡채 모먼트 요약ZIP EP.2(ENG/JP/IND SUB) ㅣ#뉴진스코드in부산 #뉴진스컴백축하해,1417278
330,[입덕직캠] 뉴진스 해린 직캠 4K 'Hype Boy' (NewJeans HAERIN FanCam) | @MCOUNTDOWN_2022.8.4,1398155
311,민지&혜인 X 제이홉 'on the street' 챌린지. 뉴진스와 방탄 조합이라니 좋다ㅎㅎ 셋 다 넘 귀여움ㅋㅋ #홉진스 #BTS #jhope #NewJeans #뉴진스,1394985
406,NewJeans(뉴진스) - OMG (80's ver.),1393625
487,[여기서요?] 뉴진스 NewJeans - Ditto (A Team ver.) | 커버댄스 Dance Cover @동성로,1385405
667,HOW TO BUILD A THICKER BACK,1384052
282,NewJeans (뉴진스) - Attention 「Official Audio」,1357115
415,낙진스 - 한입보이 / 가사 Lyrics (원곡 : 뉴진스 - Hype Boy),1346373
278,NewJeans 뉴진스 - Hype Boy (Citypop ver.) 시티팝 버전,1333221
281,NewJeans (뉴진스) - 'Attention' (Funk Remix) (Prod. MINDA),1316214
230,[MPD직캠] 뉴진스 직캠 8K 'Attention' (NewJeans FanCam) | @MCOUNTDOWN_2022.8.11,1289210
401,[뉴진스] 모든 타이틀곡에서 후렴 센터를 맡은 멤버 #해린 #shorts,1281487
432,Ditto 뉴진스 디토 후지이 카제 라이브 (full) | Fujii Kaze 후지이 카제 | 藤井風 230624 Asia Tour in Seoul,1274930
246,[Light Jeans] NewJeans (뉴진스) 'Hype Boy' MV Reaction,1274348
271,생각보다 키가 작은 여자 아이돌들,1272201
470,[페이스캠4K] 뉴진스 해린 'Hype Boy' (NewJeans HAERIN FaceCam) @SBS Inkigayo 220821,1250552
514,[얼빡직캠 4K] 뉴진스 해린 'Attention' (NewJeans HAERIN Facecam) @뮤직뱅크(Music Bank) 220805,1211543
325,일본방송 뉴진스 attention + 인터뷰,1210183
74,뉴진스 리허설 라이브 발성 무엇,1205752
451,[뉴진스 해린] 강해린 웃긴 말투,1191006
602,[MPD직캠] 뉴진스 해린 직캠 4K 'Cookie' (NewJeans HAERIN FanCam) | @MCOUNTDOWN_2022.8.4,1189775
509,221224 SBS 가요대전 뉴진스(newjeans) - Tell me 해린 FOCUS CAM,1187732
361,NewJeans (뉴진스) - Cookie 「Audio」,1177996
123,"'뉴진스' 4세대 걸그룹 끝판왕, 당신이 몰랐던 재밌는 사실들 (통합 ver.)",1173264
386,[페이스캠4K] 뉴진스 해린 'OMG' (NewJeans HAERIN FaceCam) @SBS Inkigayo 230115,1170000
604,뉴진스랑 반응 차이 오지네ㄷㄷ 청룡영화상 아이브 축하공연에 배우들 개정색한 이유,1163000
618,[MPD직캠] 뉴진스 하니 직캠 4K 'Cookie' (NewJeans HANNI FanCam) | @MCOUNTDOWN_2022.8.4,1150650
493,[KPOP IN PUBLIC ONE TAKE] NewJeans (뉴진스) 'OMG' full DANCE COVERㅣ@동성로ㅣPREMIUM DANCE STUDIO,1127794
407,[뉴진스 민지]_민지 영어발음👍..,1116527
219,[뉴진스] 마라탕 안 먹어본 뉴진스 (혜인 X),1114655
510,221224 Tell Me 뉴진스 민지 직캠 (Tell Me NewJeans MINJI Focus Cam) - SBS 가요대전,1102936
478,"[뉴진스 해린] 강해린 음식개그 모음 (아보카도,수박 추가)",1094345
503,1분안에 알아보는 뉴진스 춤 실력 성장과정ㄷㄷ,1089118
220,NewJeans 'ASAP' Lyrics (뉴진스 ASAP 가사) (Color Coded Lyrics),1087150
536,뉴진스st 메이크업 해보기👖✨ #shorts #쇼츠,1080106
467,Ditto - 뉴진스 NewJeans (Acoustic Cover),1066368
265,[4K Mirrored] NewJeans(뉴진스) - 'Ditto' (디토) 안무 거울모드(Dance Practice Mirrored),1060201
127,[Jeans' ZINE] 하루 종일 체육 시간! 🤸‍♀️ EP.1 인삼펀삼 vs UM UM | NewJeans,1056353
552,뉴진스 포즈 조련사 등장! 다 받아주는 아기들 (NewJeans),1026097
421,"🐰뉴진스 하니에게 입덕했다면 꼭 봐야할 귀여운 하니어, 말투 모음집 최신판 🐰",1021162
500,#shorts OMG 하니 메이크업 #makeup #뉴진스,1006525
165,[페이스캠4K] 뉴진스 하니 'OMG' (NewJeans HANNI FaceCam) @SBS Inkigayo 230115,993018
376,[4K] 221224 SBS 가요대전 Tell Me 텔미 뉴진스 해린 직캠 NewJeans HAERIN Fancam,984301
481,[뉴진스] 조금 실망한 해린이,976426
382,[Newjeans] 야채 헤이터 민지 모음 #newjeans #뉴진스 #민지,957279
442,[얼빡직캠 4K] 뉴진스 하니 'Hype Boy' (NewJeans HANNI Facecam) @뮤직뱅크(Music Bank) 220812,937036
460,"[맥도날드x뉴진스] 색다른 차원의 빠삭함, 맥크리스피(Full ver.)",932955
518,[About Jeans] 걍해린 1걍. 파리 나들이 | HAERIN vlog,930864
49,안은진: 뉴진스하니가저를봤다니까요?,902810
249,NewJeans (뉴진스) - Hurt 「Official Audio」,890691
202,[뉴진스] 하니 놀리는 민지 모음,889679
143,[Jeans' ZINE] 봄맞이 피크닉 EP.2 다시 찾아온 엉망잔칭의 기운 💭 | NewJeans,880747
153,ASAP - 뉴진스(NewJeans) [뮤직뱅크/Music Bank] | KBS 230825 방송,875629
44,뉴진스와 함께할 새로운 계절을 기다리며🌊 'Attention'부터 'OMG'까지 뉴진스 무대 몰아보기 | NewJeans Music Bank Stage Compilation,870752
292,[2022 가요대전 페이스캠4K] 뉴진스 해린 'Tell Me (원더걸스)' (NewJeans HAERIN Facecam)│@SBS Gayo Daejeon 221224,864728
353,NewJeans (뉴진스) - Ditto [From 1985],860128
571,누진세 - 어텐션 (마지막 회식장면 있음),859757
217,New Jeans Full Album Playlist,850470
276,뉴진스 먹방 모음,850130
611,'최초 공개' NCT U - Intro + Baggy Jeans #엠카운트다운 EP.812 | Mnet 230831 방송,849065
574,Hype Boy - NewJeans ニュージーンズ [K-POP SUPER LIVE] | KBS WORLD TV 230811,840004
1,NewJeans (뉴진스) The 38th GOLDEN DISC AWARDS Dance Practice,835440
207,Ditto - 뉴진스(NewJeans) [뮤직뱅크/Music Bank] | KBS 230127 방송,835303
475,연한 화장하면 리즈찍는 뉴진스 민지,832672
3,[𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭] 뉴진스 노래 모음 🏖️NewJeans 플레이리스트🎶,831705
350,뉴진스 OMG 씹덕 리믹스 (1시간),827547
27,Newjeans (뉴진스) - New Jeans + Ditto + OMG – FRNK Remix @가요대전 GayoDaejeon20231225,825174
591,NCT U (엔시티 유) - Baggy Jeans | Show! MusicCore | MBC230902방송,810906
306,[뉴진스] 민지 “그” 표정 모음,807169
65,[#AAA2023] NewJeans (뉴진스) INTRO Perf. + OMG + ETA + Super Shy’ STAGE,794220
585,NewJeans (뉴진스) 'ETA' MV 리뷰,788111
120,paper diy | 뉴진스 메이크업 블라인드백❤️ NewJeans makeup blind bag tutorial 종이놀이 asmr,785085
533,230107 GDA 세븐틴 에스쿱스 reaction to NewJeans 뉴진스 (Attention + Hype boy) Stage 직캠 S.COUPS focus,777930
239,뮤직뱅크 MC 장원영에서 뉴진스 민지로 바뀌자마자 생긴 소름돋는 변화ㄷㄷ 장원영 태도논란 재조명되고 있는 이유,766687
392,[뉴진스] 행복 전도사 그 자체 다니엘,765222
176,"[Jeans' ZINE] Game Day EP.2 포즈 369, 진짜 가짜, 라이어 게임 🎰 | NewJeans",761115
299,"[뉴진스 NewJeans 무대 ] 에스파 aespa,이영지,BOYNEXTDOOR, 실리카겔,스테이씨 Reaction @231202 2023 mma 멜론뮤직어워드 직캠",759567
159,ASAP - NewJeans ニュージーンズ [Music Bank] | KBS WORLD TV 230825,755964
371,[Mirrored] 뉴진스(NewJeans)-Hype boy(하입보이) 안무영상 안무 거울모드(Dance Practice Mirrored),751193
512,뉴진스 초보 베이스 연습곡으로 추천합니다! NewJeans - Ditto│BASS TAB,748543
0,[제38회 골든디스크] NewJeans (뉴진스) - 'Cool With You + Ditto' ♪｜JTBC 240106 방송,744366
506,[뉴진스/하니] 팜하니 한국어&영어 갭차이🐣,736518
538,[청바지] 도쿄의 여름 🍨🍧 | 뉴진즈,711319
450,[얼빡직캠 4K] 뉴진스 하니 'Ditto'(NewJeans HANNI Facecam) @뮤직뱅크(Music Bank) 230120,710213
102,뉴진스 해린 뭐가 바뀌었을까?,673427
505,109개 넘는 커버곡 중 가장 기억에 남았다··· 권진아의 뉴진스 'Ditto' 커버! [더 시즌즈-박재범의 드라이브] | KBS 230312 방송,667152
240,메소드 연기로 낯선 모습 보여주는 뉴진스,662262
280,NewJeans (뉴진스) 'New Jeans' Stage @ NPOP 230802,642277
449,뉴진스x맥도날드 내가 접수한다!,642268
502,[청바지] 그리고 나들이☀️ | 뉴진스 브이로그,641527
216,[얼빡직캠 4K] 뉴진스 해린 'Hype Boy' (NewJeans HAERIN Facecam) @뮤직뱅크(Music Bank) 220812,640075
673,Revealing my Weight Loss...,636613
495,(사이다툰) 자기가 뉴진스보다 예쁘다는 아이돌이 꿈인 공주병 말기 최애의 줌마의 최후 /영상툰/썰툰/,636256
95,NewJeans(뉴진스) - ETA 교차편집(stage mix),614463
420,NewJeans (뉴진스) - Ditto - Violin Cover,582584
23,[제38회 골든디스크] YB X LE SSERAFIM - 'UNFORGIVEN + Stay Alive + Fire in the belly' ♪｜JTBC 240106 방송,575135
327,[안방1열 직캠4K] 뉴진스 다니엘 'OMG' (NewJeans DANIELLE FanCam) @SBS Inkigayo 230129,562342
185,넌 내 안에서 살고 있는 사람인걸 | 뉴진스(NewJeans) - OMG | 가사/해석/ENG,562166
507,예능 기대주 신예은 댄스 금지령 해제! 뉴진스 하입보이 맑눈광 스타일로 찢어버리는 신예은🔥 #런닝맨 #꽃선비열애사 #SBSCatch,560302
439,[안방1열 직캠4K] 뉴진스 해린 'Ditto' (NewJeans HAERIN FanCam) @SBS Inkigayo 230115,559979
368,[뉴진스] 하니 입술을 유일하게 훔칠 수 있는 멤버 #뉴진스 #newjeans #하니 #해린 #민지 #혜인 #다니엘,559048
31,뉴진스(NewJeans) 노래모음 플레이리스트 [NewJeans PLAYLIST] (신곡포함),558244
411,"일본가서 요아소비 ""백댄서"" 했다는 뉴진스 세븐틴 르세라핌 트와이스ㄷㄷ",555612
339,확신의 고양이상 강해린 귀엽고 웃긴 모먼트 모음 zip,547668
248,[페이스캠4K] 뉴진스 해린 'ETA' (NewJeans HAERIN FaceCam) @SBS Inkigayo 230723,540780
279,[Playlist] 재즈로 듣는 ‘뉴진스' 모음집 🎧,532177
201,[ENG/JP] 오늘은 돈쓰는 날💰 feat.뉴진스 미공개 클립 ⚡아이돌 출발 드림팀⚡ [EP.5-3] | Idol's Physical Race | NewJeans | OMG,520124
499,[K-Fancam] 뉴진스 해린 직캠 'Attention' (NewJeans HAERIN Fancam) l @MusicBank 220805,519022
319,[뉴진스] 멤버들 첫인상 말해주는 민지,515832
108,NewJeans (뉴진스) - New Jeans (1 HOUR LOOP) Lyrics | 1시간 가사,505262
308,[KPOP IN PUBLIC | ONE TAKE] NewJeans (뉴진스) 'Attention' - Dance Cover by KD Center from Poland,502187
658,Get big arms | Nasty pump,501151
561,ETA - NewJeans ニュージーンズ [K-POP SUPER LIVE] | KBS WORLD TV 230811,496312
555,(Sub)앞머리에 따라 달라보이는 이유 (ft.뉴진스 해린),490753
395,뉴진스 노래모음 (가사포함) | NewJeans Playlist (Korean Lyrics),473542
379,아이브 점프맵vs뉴진스 점프맵 누가 더 빨리 올라갈까?ㅋㅋㅋ[백대아],468977
674,6 Exercises To Build Bigger Back - Back Workout,460071
418,[페이스캠4K] 뉴진스 해린 'Ditto' (NewJeans HAERIN FaceCam) @SBS Inkigayo 230115,457443
410,[뉴진스] 여러번 치이는 해린이,455955
494,NewJeans (뉴진스) - Hype Boy (City Pop Style Remix),454535
225,[뉴진스] 피식하면 끝난 겨 EP.2,452854
70,뉴진스 해린 실물 현장 후기((NewJeans HAERIN),450921
324,[뉴진스] 킴민지!!!! 모음,450130
522,"[ENG/JP] 민지의 왓츠인마이백💝 뉴진스 멤버 모두의 최애 필수템부터 파리에서 모셔온 쇼핑 아이템, 소듕한 데일리 제품까지 대공개! by W Korea",434329
408,NewJeans (뉴진스) Hype Boy (하입보이) 교차편집 (Stage Mix),433495
342,Cool With You - 뉴진스(NewJeans) [뮤직뱅크/Music Bank] | KBS 230721 방송,418808
30,칼국수 논란으로 억까당하자 라이브방송에서 극대노한 뉴진스 민지ㄷㄷ,410251
656,ANDREW JACKED ON STAGE!,401547
184,❄️너도 같은 마음이라 해줘! | 👖NewJeans (뉴진스) - Ditto 가사/해석,397299
69,최애의 하니(챌린지 아니고 찐),394444
47,하니가 새해 첫 포닝라이브에서 한 부탁 !!!,392844
662,6 Exercise to Build Bigger Wings at Gym Workout,362868
428,맥도날드 뉴진스 버거,361720
252,[ENG]최초공개! #뉴진스 혜인의 가방 속을 처음 공개합니다. 혜인이가 좋아하는 최애 키링들부터 민지 언니에게 선물 받은 아이템까지. 귀염막둥이의 가방 속에는 무엇이?,357092
484,[K-Fancam] 뉴진스 민지 직캠 'Attention' (NewJeans MINJI Fancam) l @MusicBank 220805,356354
32,"뉴진스(NewJeans) - New Jeans, Ditto, OMG (FRNK Remix Ver.) #2023SBS가요대전",341607
97,NewJeans (뉴진스) 'ASAP' (교차편집 Stage Mix),333908
472,[라이트청바지] 스톤헨지 비하인드 | 뉴진즈,330561
526,[안방1열 직캠4K] 뉴진스 다니엘 'Ditto' (NewJeans DANIELLE FanCam) @SBS Inkigayo 230115,329373
435,(New Jeans) 뉴진스 해린 입덕모음.zip📂,326639
139,태연 압도하는 뉴진스 해린의 노래실력ㄷㄷ,323655
104,NewJeans(뉴진스) - ASAP @인기가요 inkigayo 20230827,320405
563,뉴진스가 데뷔 1년만에 이룬 것ㄷㄷ,306935
661,EP-3| Back Workout| Beginner Workout Series | Team tiger,306830
317,[K-Fancam] 뉴진스 하니 직캠 'Attention' (NewJeans HANNI Fancam) l @MusicBank 220805,304612
534,뉴진스 하니가 팬싸도중 스킨십 시도하는 남성팬에게 보인 반응,303427
164,[유퀴즈] 뉴진스 언니들의 혜인 육아 썰,296730
402,총체적난국 가위바위보 맞는게 하나도없는 뉴진스,289954
189,[뉴진스] 비빔면에 이어 충무김밥도..?,286308
215,"음반 초동이 중요할 수밖에 없는 경제적 이유 (아이브, 뉴진스, 르세라핌, 에스파) | B주류경제학",283705
452,[뉴진스] 하니 담당 한국어 선생님들 모음,282164
242,[#AAA2023] NewJeans 2023 Asia Artist Awards Reaction Cam (뉴진스 리액션캠),281444
477,뉴진스 해린과 다니엘의 가방 속 최애 3가지🐰,267811
258,뉴진스 삐진 팜하니 모음,260661
491,NEWJEANS PLAYLIST 2023 ALL SONGS UPDATE | 뉴진스 노래 모음,257335
226,"[𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭] 그냥 미친 조합,, 아이브,뉴진스 노래 모음 💦",256551
482,[얼빡직캠 4K] 뉴진스 해린 'ASAP'(NewJeans HAERIN Facecam) @뮤직뱅크(Music Bank) 230825,252059
117,[뉴진스] 킹받게 따라하는 혜인 모음 #뉴진스 #newjeans #혜인,251889
71,[뉴진스] 집사에게 밀당하는 새침 냥이 해린ㅋㅋ 💜,249418
483,NewJeans Zero Lyrics (Color Coded Lyrics),245881
488,Newjeans(뉴진스) 하니 - '와르르♥' (Band. ver) | Newjeans HANNI - 'WA-R-R',243851
513,"🎀 파워퍼프걸이 된 뉴진스, 𝙉𝙚𝙬𝙅𝙚𝙖𝙣𝙨 - 𝙉𝙚𝙬 𝙅𝙚𝙖𝙣𝙨 [가사/해석/한국어/번역/lyrics]",238053
441,뉴진스가 영원히 아이브 밑인 이유,234085
235,NewJeans (뉴진스) 'ETA' (Freestyle Ver. + TMA Remix),231459
639,하니 뽀삐뽀☎️🤍뉴진스 포닝,216966
369,멈출 줄 모르는 다니엘의 당근 사랑 #shorts #뉴진스 #newjeans #다니엘 #모지혜,215087
666,Matchwinner Jarrod Bowen reacts to a goal that will put him in West Ham folklore,214496
429,[뉴진스 다니엘] 나 이거 영화에서 본 장면같아…🌻🥕☀️#NewJeans #뉴진스 #DANIELLE #다니엘,210085
614,춤추면서 웃는 하니,208680
2,[Jeans' ZINE🐢] 다니엘의 힐링 여행 EP.2 나홀로 캠핑🏕🍳🎙 | NewJeans,201227
79,Newjeans (뉴진스) - 우리의 밤은 당신의 낮보다 아름답다 (Our night is more beautiful than your Day) 가사 [마이데몬 OST],199895
434,"뉴진스 민지[NewJeans MINJI], 성형 루머에 대한 사실 확인 #뉴진스 #newjeans #민지 #minji #쇼츠 #shorts",194895
10,김민교의 무한 플러팅에 꿈쩍도 안하는 트위치 출신 여BJ..?,189570
663,HOW TO LOSE ARM FAT IN 10 DAYS: SLIM ARMS FAST,189516
355,[뉴진스] 다니야....맛있는거 먹은거 맞지??,189277
414,보니하니 시절 3초 국룰을 지킨 #뉴진스 '#혜인' #shorts,185498
42,뉴진스 홍백가합전 요아소비 아이돌 콜라보 졸귀탱😭🤍미치겠다ㅋㅋㅋㅋ,184856
469,샤넬 코리아 앰버서더 뉴진스 민지가 선택한 샤넬백의 가격은?,184213
223,NewJeans(뉴진스) - Zero [가사/Lyrics],179514
173,"[NewJeans (뉴진스)] KPOP IN PUBLIC – Hype Boy | Dance Cover in Guangzhou, China",175164
18,[𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭] 뉴진스 노래 모음 🎮💻NewJeans 플레이리스트🎶,173967
313,뉴진스 민지 피지컬 실제로 보면 이렇습니다 #newjeans,170350
405,NewJeans (뉴진스) - Ditto (R&B trap remix by jis jeong),167371
90,마이 데몬 OST '뉴진스-우리의 밤은 당신의 낮보다 아름답다' 뮤직비디오🎶 #마이데몬 #MyDemon l SBSNOW,165344
446,[뉴진스] 'Hype Boy (하입보이)' 1시간 반복 | 1 hour loop,163527
346,[Mirrored] 뉴진스(NewJeans)-NewJeans(뉴진스) 안무영상 안무 거울모드(Dance Practice Mirrored),156140
169,뉴진스 민지 졸업식 꽃다발 거절,155603
251,"힙합,뉴잭스윙 믿고보는 뉴진스 댄브 #newjeans",150270
501,Hyein Maknae friend is 57 years old! 😁🤭 #newjeans #뉴진스 #goldengirls,146278
334,"[문화연예 플러스] SM ""좋은 곡 뉴진스에 먼저 갈 것"" (2023.03.02/뉴스투데이/MBC)",144302
48,뉴진스 민지 칼국수 사건,143156
92,231230 일본 레코드 대상 하니 포커스로 컷(짤릴까봐 어쩔수없음),140904
260,"""칼국수가 뭐지?"" 논란에 반박한 민지",139836
384,#08년생 #뉴진스 #텔미 #원더걸스 #커버영상,133218
424,벌써부터 불화설?!ㄷㄷ 뉴진스 멤버들 사이 안좋은거 아니냐고 말 나온 장면들 총정리,131948
83,[2023 가요대전 4K] 뉴진스 'New Jeans + Ditto + OMG – FRNK Remix' (Newjeans FullCam)│@SBS GayoDaejeon 231225,130454
182,[뉴진스] 언니가 칼국수랑 비빔면을 안먹어 봤다고..,123358
314,"싸이와 BTS가 닦은 길…뉴진스, 미국 최대 '새해맞이 쇼' 장식 / JTBC 뉴스룸",122008
516,[K-Choreo 8k] 뉴진스 직캠 'ASAP' (NewJeans Choreography) @MusicBank 230825,121296
206,NewJeans (뉴진스) - ASAP (1 HOUR LOOP) Lyrics | 1시간 가사,119639
58,"NewJeans (뉴진스) - ""ETA"" @New Years Rockin' Eve 2024",119612
91,뉴진스 나오자 표정 변하는 일본방송 여자 게스트들? 뉴진스 일본방송 반응,116270
43,칼국수가 뭐지? 발언에 욱한 민지,115838
293,NewJeans Maknae line is different! 😂🤭 #뉴진스 #newjeans #Minji #Hanni #Danielle #Haerin) #Hyein,114318
613,日本語字幕【 ASAP 】 NewJeans,114208
9,24.01.08(월) 【 인피쉰 생방송 다시보기 】 스타 빨무 스타크래프트 Starcraft,111535
214,1년동안 따라붙은 뉴진스 민지 칼국수 논란? 결국 제대로 해명에 나선 민지ㅠㅠ Newjeans minji,109929
61,악플 블랙박스에 찍힌 뉴진스 해린의 악플들,107959
436,[뉴진스 하니] BTS 슈가도 참지 못하는 그녀의 귀여움,107617
89,뉴진스 nhk홍백가합전2023 무대인사+메들리 무대 일본 열도흔드는중 #뉴진스 #newjeans #japan #nhk #yuuri #billboard #kpop #youtube,96981
76,"홍백가합전 2023, 뉴진스와 르세라핌 요아소비의 아이돌 무대! 3할이 K팝 아이돌인 홍백 무대? 뉴진스 일본방송 르세라핌 일본방송",95065
316,[뉴진스] 귀여워서 미치겠는 하니 모음 4탄,92765
462,"아이브 IAM 보는 뉴진스 NewJeans,보이넥스트도어 2023 mma",91479
198,[제38회 골든디스크] 디지털 음원 부문 대상 - NewJeans (뉴진스)｜JTBC 240106 방송,88597
587,[Full] Newjeans에 대한 아이돌 반응 - GDA 38th 2024에서의 소개 및 동감(2각도),83808
67,[제38회 골든디스크] BEST PRODUCER - 어도어 민희진 프로듀서｜JTBC 240106 방송,79541
228,나 하니인데 FC온라인 한다,77840
300,또 시작된 그녀들...,76830
454,뉴진스 최애의아이 아이돌 무대,76759
333,[뉴진스] 그리고 2살차이 고양이 언니,76312
453,M/V 4K 요즘 핫한 4세대 걸그룹 뉴진스 뮤비 노래 모음 플리 6곡 ♬♡ (전체 네 번 반복),74976
461,뉴진스 최고의 곡은..,74672
247,[뉴진스민지]난 칼국수도 안먹어 봤는데..,73133
136,민지킴 숨쉬어서 논란,72128
237,[제38회 골든디스크] 디지털 음원 부문 본상 - NewJeans (뉴진스)｜JTBC 240106 방송,65954
29,뉴진스 덕질하는 안은진이 HYPE BOY를 춘다면💃🎵 애창곡 부르고 댄스 파티 제대로 즐기고 간 흥부자 안은진 | 아는 형님 | JTBC 240106 방송,65093
546,[제38회 골든디스크] 신인상 시상자 - 홍은채 & 이서 & 혜인｜JTBC 240106 방송,64914
651,이재명 습격범이 중요한 게 아니라니까?!!,62946
365,[뉴진스] 귀여워서 미치겠는 하니 모음 15탄,61134
669,Floor Jansen sing 40 sec and LEFT,61029
380,[몬스타엑스/뉴진스 민지] 후배가 실수했을때 달래주는 몬스타엑스,59865
569,뉴진스 하니 리허설 라이브 성량,57818
550,"[문화연예 플러스] 뉴진스, 일본 음악 축제 '서머소닉' 강타 (2023.08.21/뉴스투데이/MBC)",56760
529,240106 제38회 골든디스크 시상식 SEVENTEEN LE SSERAFIM reaction NewJeans 'Ditto' JAKARTA (GDA),56457
573,1035kissfm 유튜브에 올라온 뉴진스,51556
532,𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 뉴진스 노래모음 New Jeans + Super Shy 포함 | 1Hour Loop,50522
579,"올해의 신인상 VCR 보는 뉴진스 NewJeans, 키스오브라이프, 보이넥스트도어 Reaction 231202 2023 mma 멜론뮤직어워드 직캠",50032
66,[문화연예 플러스] 뉴진스 '일본 레코드 대상' 2관왕 (2024.01.01/뉴스투데이/MBC),49836
549,백댄서가 말이 되는건가?,45425
62,뉴진스 홍백가합전 졸귀탱,45378
303,아이돌 먹방🎤 뉴진스 'Super Shy' #shorts NewJeans MV 연상 먹방,45255
172,뉴진스 등장에 갑자기 공연만 보는 일본배우들? 뉴진스 일본방송 레코드 대상 2관왕 싹쓸! 뉴진스 일본반응,41868
78,"【일본반응】 NewJeans, 일본 레코드대상 출연! 단독 3곡 파격 대우 일본 일반인 반응 ""뉴진스 섭외에 성공한건 평가한다""",39956
20,뉴진스 제 65회 일본 레코드 대상 공연 풀버전 #newjeans,38851
238,뉴진스도 싸워요?(포닝2023.4.25)🐇❤️,38142
8,"이재명 때문에 난리난 병원상황 ""나도 옮겨줘!!!!!""",36948
547,뉴진스 감성 통했다…데뷔 1년 만에 빌보드 200 1위·핫100 3곡 진입 [굿모닝 MBN],34963
170,GODS ft. NewJeans (뉴진스) Worlds 2023 Finals Opening Ceremony || Reaction Mashup,34653
200,NEWJEANS • New Jeans & ETA,34521
174,"뉴진스, 미국·일본 연말연시 특집 방송 출연 [잇슈 연예] / KBS 2024.01.02.",30414
558,"올해의 신인상 VCR 보는 에스파,라이즈,제로베이스원 ,뉴진스 Reaction 231202 2023 mma 멜론뮤직어워드 직캠",30104
264,뉴진스 인도네시아 골든디스크 떼창 모음! 역대급 인파 골든디스크 2024 일본반응까지? 아이브와 르세라핌 골든디스크,26509
197,뉴진스 해린 으엉? 모음,25654
75,"[4K] 뉴진스, 귀요미들의 미소로 힐링 완료~✈️인천공항 입국 24.1.7 #NewJeans #Newsen",25422
112,"[4K] 뉴진스, 벙어리 장갑 속 숫자 맞추기✈️인천공항 출국 23.12.28 #NewJeans #Newsen",23349
521,담배 의심받은 걸그룹 TOP3 #뉴진스 #프로미스나인 #AOA,23005
287,"[4K] 뉴진스, 미소 지을 때마다 과즙미 팡팡!!✈️인천공항 출국 24.1.4 #NewJeans #Newsen",22494
541,[뉴진스] 그날.. 다니의 세상은 무너졌다..,20666
94,"제65회 빛난다! 일본 레코드 대상 뉴진스 무대 (DITTO, NEWJEANS, ETA)",20417
255,여초에서 계속 욕먹고있다는 뉴진스 민지 칼국수 사건 (24.01.05-7),20161
584,Let’s Maknae make annoy! 🤭 🐰 #newjeans #뉴진스,19289
577,[뉴진스]킴민지 뭐야!?💖🐰💖,17960
141,[뉴진스] 나 민진데 나 좀 신경써줘🥲💙,17528
345,NewJeans (뉴진스) MMA 2023 수상모음 리액션 (밀리언스 TOP10 + 베스트 그룹 여자 +올해의베스트송 +올해의아티스트) | 멜론뮤직어워드 수상소감 Reaction,17315
